stop_id,stop_name,stop_lat,stop_lon,zone_id,wheelchair_boarding
B_010Z4D00-SARAYABEL,Sara y Abel,19.463266,-99.121125,010Z4D00-SARAYABEL,0
B_010Z4D00-OTE91NTE500,Oriente 91 y Norte 50,19.46228,-99.118658,010Z4D00-OTE91NTE500,0
B_010Z4D00-OTE91NTE56,Oriente 91 y Norte 56,19.461745,-99.116232,010Z4D00-OTE91NTE56,0
B_010Z4D00-OTE91CONG,Oriente 91 y Eje 2 Ote. H. Congreso de la Unión,19.461103,-99.113339,010Z4D00-OTE91CONG,0
B_010Z4D00-OTE91NTE66A,Oriente 91 y Norte 66-A,19.460534,-99.11063,010Z4D00-OTE91NTE66A,0
B_010Z4D00-OTE91NTE74,Oriente 91 y Norte 74,19.459731,-99.108239,010Z4D00-OTE91NTE74,0
B_010Z4D00-OTE95E3ORIEN0,Oriente 95 y Eje 3 Oriente,19.460082,-99.106163,010Z4D00-OTE95E3ORIEN0,0
B_010Z4D00-OTE95NTE840,Oriente 95 y Norte 84,19.458956,-99.103455,010Z4D00-OTE95NTE840,0
B_010Z4D00-OTE95NTE92,Oriente 95 y Norte 92,19.457759,-99.100552,010Z4D00-OTE95NTE92,0
B_010Z4D00-N92OTE87,Norte 92 y Oriente 87,19.45512,-99.101472,010Z4D00-N92OTE87,0
B_010Z4D00-N92OTE83,Norte 92 y Oriente 83,19.452384,-99.102447,010Z4D00-N92OTE83,0
B_010Z4D00-BO83NTE86,Base Oriente 83 y Norte 86,19.453188,-99.104666,010Z4D00-BO83NTE86,0
B_010Z4D01-N86OTE81,Norte 86 y Oriente 81,19.45191,-99.105297,010Z4D01-N86OTE81,0
B_010Z4D01-OTE81N92,Oriente 81 y Norte 92,19.450958,-99.103054,010Z4D01-OTE81N92,0
B_010Z4D01-N92OTE85,Norte 92 y Oriente 85,19.453514,-99.101878,010Z4D01-N92OTE85,0
B_010Z4D01-N92OTE91,Norte 92 y Oriente 91,19.456492,-99.1008,010Z4D01-N92OTE91,0
B_010Z4D01-OTE95N88A,Oriente 95 y Norte 88-A,19.458444,-99.100857,010Z4D01-OTE95N88A,0
B_010Z4D01-OTE95NTE841,Oriente 95 y Norte 84,19.459308,-99.102982,010Z4D01-OTE95NTE841,0
B_010Z4D01-OTE95E3OTE1,Oriente 95 y Eje 3 Oriente,19.460345,-99.105386,010Z4D01-OTE95E3OTE1,0
B_010Z4D01-OTE95N74,Oriente 95 y Norte 74,19.460982,-99.107535,010Z4D01-OTE95N74,0
B_010Z4D01-OTE95N70,Oriente 95 y Norte 70,19.461546,-99.109368,010Z4D01-OTE95N70,0
B_010Z4D01-OTE91N66,Oriente 91 y Norte 66,19.460705,-99.110985,010Z4D01-OTE91N66,0
B_010Z4D01-91CONGUN1,Oriente 91 y Eje 2 Ote. H. Congreso de la Unión,19.461147,-99.11292,010Z4D01-91CONGUN1,0
B_010Z4D01-OTE91NTE56A,Oriente 91 y Norte 56-A,19.461734,-99.11566,010Z4D01-OTE91NTE56A,0
B_010Z4D01-OTE91NTE501,Oriente 91 y Norte 50,19.462348,-99.118462,010Z4D01-OTE91NTE501,0
B_010Z4D01-ABELSARA,Abel y Sara,19.463028,-99.120638,010Z4D01-ABELSARA,0
B_010Z4D01-SAREJ3NTE1,Sara y Eje 3 Nte.,19.465998,-99.118995,010Z4D01-SAREJ3NTE1,0
B_010Z4D01-SARAHENFOR,Sara y Av. Henry Ford,19.469223,-99.116838,010Z4D01-SARAHENFOR,0
B_010Z4D01-HENFOREST,Av. Henry Ford y Estela,19.470425,-99.119304,010Z4D01-HENFOREST,0
B_010Z4D01-HFORDCGPE,Av. Henry Ford y Calz. de Guadalupe,19.471441,-99.122195,010Z4D01-HFORDCGPE,0
B_010Z4E00-BPLSANPB,Base Eje 1 Ote. y Plaza de San Pablo,19.425319,-99.125859,010Z4E00-BPLSANPB,0
B_010Z4E00-AVCIRPAN,Av. Circunvalación y Panaderos,19.445645,-99.118768,010Z4E00-AVCIRPAN,0
B_010Z4E00-AVCIRPIN,Av. Circunvalación y Pintores,19.448144,-99.121078,010Z4E00-AVCIRPIN,0
B_010Z4E00-AVCICENPL,Av. Circunvalación y Central de Plomeros,19.449721,-99.122556,010Z4E00-AVCICENPL,0
B_010Z4E00-TBLJARCER,Talabarteros y Jarcería,19.450968,-99.124862,010Z4E00-TBLJARCER,0
B_010Z4F01-CETRMSANLAZA,Base CETRAM Metro San Lázaro,19.429757,-99.11449,010Z4F01-CETRMSANLAZA,0
B_010Z4F01-E3EDMOLHNACO,Eje 3 Ote. Ing Eduardo Molina y Héroe de Nacozari,19.435711,-99.114481,010Z4F01-E3EDMOLHNACO,0
B_010Z4F01-EDMOLABAN,Eje 3 Ote. Ing Eduardo Molina y Eje 1 Nte. Abañiles,19.437632,-99.11414,010Z4F01-EDMOLABAN,0
B_010Z4F01-E3MOLHORT,Eje 3 Ote. Ing Eduardo Molina y Hortelanos,19.44049,-99.113543,010Z4F01-E3MOLHORT,0
B_010Z4F01-EDMOPAIL,Eje 3 Ote. Ing Eduardo Molina y Paileros,19.442627,-99.112783,010Z4F01-EDMOPAIL,0
B_010Z4F01-EDMOLELEC,Eje 3 Ote. Ing Eduardo Molina y Electricistas,19.445779,-99.111589,010Z4F01-EDMOLELEC,0
B_010Z4F01-E3EDMOLOFI,Eje 3 Ote. Ing Eduardo Molina y Av. Oficios,19.448524,-99.110562,010Z4F01-E3EDMOLOFI,0
B_010Z4F01-E3INGEDMOLAL,Eje 3 Ote. Ing Eduardo Molina y Aluminio,19.450081,-99.109991,010Z4F01-E3INGEDMOLAL,0
B_010Z4F01-CIRINTRCONS,Eje 3 Ote. Ing Eduardo Molina y Circuito Interior Río Consulado,19.452251,-99.108646,010Z4F01-CIRINTRCONS,0
B_010Z4F01-EDMOOTE831,Eje 3 Ote. Ing Eduardo Molina y Oriente 83,19.454512,-99.107814,010Z4F01-EDMOOTE831,0
B_010Z4F01-EDMOOTE871,Eje 3 Ote. Ing Eduardo Molina y Oriente 87,19.456193,-99.107199,010Z4F01-EDMOOTE871,0
B_010Z4F01-EDMOOTE91,Eje 3 Ote. Ing Eduardo Molina y Oriente 91,19.457793,-99.106551,010Z4F01-EDMOOTE91,0
B_010Z4F01-EDMOOTE951,Eje 3 Ote. Ing Eduardo Molina y Oriente 95,19.459842,-99.10572,010Z4F01-EDMOOTE951,0
B_010Z4F01-N92ANGALBCOR,Norte 92 y Eje 3 Nte. Ángel Albino de Corzo,19.459267,-99.099675,010Z4F01-N92ANGALBCOR,0
B_010Z4F01-N92HENRFOR,Norte 92 y Henry Ford,19.462597,-99.098401,010Z4F01-N92HENRFOR,0
B_010Z4F01-N92AVVICOTE,Norte 92 y Av. Victoria Ote.,19.464622,-99.097646,010Z4F01-N92AVVICOTE,0
B_010Z4F01-EMZAPIGNALLE1,Emiliano Zapata y Cjon. Ignacio Allende,19.466562,-99.085989,010Z4F01-EMZAPIGNALLE1,0
B_010Z4F01-ZAPE5RGUAD,Emiliano Zapata y Eje 5 Nte. Av. Río Guadalupe,19.468402,-99.084588,010Z4F01-ZAPE5RGUAD,0
B_010Z4F01-SJAALVOBR1,Eje 5 Norte Calz. San Juan de Aragón y Álvaro Obregón,19.470289,-99.085796,010Z4F01-SJAALVOBR1,0
B_010Z4F01-SJARYJUAFRSC1,Eje 5 Norte Calz. San Juan de Aragón y Juan Francisco,19.472465,-99.087106,010Z4F01-SJARYJUAFRSC1,0
B_010Z4F01-CSAJUARAG,Eje 5 Norte Calz. San Juan de Aragón y Cam. San Juan de Aragón,19.474746,-99.088474,010Z4F01-CSAJUARAG,0
B_010Z4F01-SJARPTOENS1,Cam. San Juan de Aragón y Puerto Ensenada,19.474561,-99.08666,010Z4F01-SJARPTOENS1,0
B_010Z4F01-SJARPTOACA,Cam. San Juan de Aragón y Puerto Acapulco,19.474243,-99.084959,010Z4F01-SJARPTOACA,0
B_010Z4F01-PTOACAPTOTAMP1,Puerto Acapulco y Puerto Tampico,19.47641,-99.084223,010Z4F01-PTOACAPTOTAMP1,0
B_010Z4F01-PTOACAPTOMAZA,Puerto Acapulco y Puerto Mazatlán,19.478481,-99.083894,010Z4F01-PTOACAPTOMAZA,0
B_010Z4F01-PTOACACAMLIGA,Puerto Acapulco y Cam. de La Liga,19.481167,-99.083414,010Z4F01-PTOACACAMLIGA,0
B_010Z4F01-CAMSECENSE1,Cam. De La Secretaría y Cam. de La Enseñanza,19.484412,-99.082929,010Z4F01-CAMSECENSE1,0
B_010Z4F01-CSECPARCEN1,Cam. De La Secretaría y Cam. Parque Central,19.486699,-99.082494,010Z4F01-CSECPARCEN1,0
B_010Z4F01-CSECAVREPMEX,Cam. De La Secretaría y Av. República Mexicana,19.490144,-99.082122,010Z4F01-CSECAVREPMEX,0
B_010Z4F01-LEALDEJ9VILAYA,Av. León de los Aldama y Eje 6 Nte. Villa de Ayala,19.491276,-99.080835,010Z4F01-LEALDEJ9VILAYA,0
B_010Z4F01-VAYAAPATZ,Eje 6 Nte. Villa de Ayala y Apatzngán,19.490923,-99.07891,010Z4F01-VAYAAPATZ,0
B_010Z4F01-VAYATOYAC2,Eje 6 Nte. Villa de Ayala y Atoyac,19.490518,-99.076736,010Z4F01-VAYATOYAC2,0
B_010Z4F01-VAYEDOZACAT,Eje 6 Nte. Villa de Ayala y Estado de Zacatecas,19.488674,-99.068884,010Z4F01-VAYEDOZACAT,0
B_010Z4F01-AVVALLZAPC2,Av. Valle de las Zapatas y Calle 2,19.488791,-99.066867,010Z4F01-AVVALLZAPC2,0
B_010Z4F01-VZAPVZAMB1,Av. Valle de las Zapatas y Av. Valle del Zambezi,19.488368,-99.064554,010Z4F01-VZAPVZAMB1,0
B_010Z4F01-AVVALLZAPC12,Av. Valle de las Zapatas y Calle 12,19.487863,-99.061789,010Z4F01-AVVALLZAPC12,0
B_010Z4F01-VZAPFLOM,Av. Valle de las Zapatas y Secundaria Flores Magón,19.487325,-99.058943,010Z4F01-VZAPFLOM,0
B_010Z4F01-AVVALLZAP,Av. Valle de las Zapatas y Av. Valle de Santiago,19.486813,-99.055985,010Z4F01-AVVALLZAP,0
B_010Z4F01-VSTGOVLYUK1,Av. Valle de Santiago y Av. Valle del Yukon,19.488397,-99.054824,010Z4F01-VSTGOVLYUK1,0
B_010Z4F01-VALLSTGYANG,Av. Valle de Santiago y Av. del  Valle del Yang - Tse,19.490871,-99.054931,010Z4F01-VALLSTGYANG,0
B_010Z4F01-VSTGOPERIBLVD,Av. Valle de Santiago y Anillo Periférico Blvd.,19.49352,-99.053908,010Z4F01-VSTGOPERIBLVD,0
B_010Z4F01-VALLSTGARNO,Av. Valle de Santiago y Valle del Arno,19.496807,-99.052448,010Z4F01-VALLSTGARNO,0
B_010Z4F01-VSGOVDON,Av. Valle de Santiago y Av. Valle del Don,19.498986,-99.051473,010Z4F01-VSGOVDON,0
B_010Z4F01-STGOSANCOL1,Av. Valle de Santiago y Salvador Sánchez Colin,19.501383,-99.050429,010Z4F01-STGOSANCOL1,0
B_010Z4F01-VSTGOCGUADI,Av. Valle de Santiago y Valle de Gudiana,19.503413,-99.049521,010Z4F01-VSTGOCGUADI,0
B_010Z4F01-VGUADVPERDI,Valle de Guadiana y Valle Perdido,19.502265,-99.046283,010Z4F01-VGUADVPERDI,0
B_010Z4F01-RETUGUATAJO,Retorno en U Valle de Guadania y Valle del Tajo,19.501795,-99.04304,010Z4F01-RETUGUATAJO,0
B_010Z4F01-GUADVPERDI,Av. Valle de Guadania y Valle Perdido,19.502453,-99.045925,010Z4F01-GUADVPERDI,0
B_010Z4F01-BGUADAVVSTG,Base Av. Valle de Guadania y Av. Valle de Santiago,19.503747,-99.04929,010Z4F01-BGUADAVVSTG,0
B_010Z4F00-VSTGOSCOLIN,Av. Valle de Santiago y Salvador Sánchez Colin,19.501447,-99.050641,010Z4F00-VSTGOSCOLIN,0
B_010Z4F00-VSTOGLAZAC,Av. Valle de Santiago y Lázaro Cárdenas,19.49943,-99.051649,010Z4F00-VSTOGLAZAC,0
B_010Z4F00-STGOLOPMAT,Av. Valle de Santiago y Av. Pdte. Adolfo López Mateos,19.497492,-99.052472,010Z4F00-STGOLOPMAT,0
B_010Z4F00-STGRALAVCAM,Av. Valle de Santiago y Av. Gral. Ávila Camacho,19.495216,-99.053485,010Z4F00-STGRALAVCAM,0
B_010Z4F00-VSTGOVOLGA,Av. Valle de Santiago y Av. Valle del Volga,19.4917,-99.055006,010Z4F00-VSTGOVOLGA,0
B_010Z4F00-VALLSTGYUK0,Av. Valle de Santiago y Av. Valle del Yukon,19.488915,-99.055015,010Z4F00-VALLSTGYUK0,0
B_010Z4F00-VALLSTGZAP,Av. Valle de Santiago y Av. Valle de las Zapatas,19.487093,-99.055721,010Z4F00-VALLSTGZAP,0
B_010Z4F00-VZAPVGRAND,Av. Valle de las Zapatas y Valle Grande,19.487512,-99.0583,010Z4F00-VZAPVGRAND,0
B_010Z4F00-VZAPVONI,Av. Valle de las Zapatas y Valle de Oniteper,19.487924,-99.060568,010Z4F00-VZAPVONI,0
B_010Z4F00-VZAPVZAMB,Av. Valle de las Zapatas y Av. Valle del Zambezi,19.488565,-99.064031,010Z4F00-VZAPVZAMB,0
B_010Z4F00-VZAPVARRIB,Av. Valle de las Zapatas y Valle de Arriba,19.488996,-99.066466,010Z4F00-VZAPVARRIB,0
B_010Z4F00-VAYATAMAZUL,Eje 6 Nte. Villa de Ayala y Tamazula,19.491026,-99.077939,010Z4F00-VAYATAMAZUL,0
B_010Z4F00-VAYALEALDA,Eje 6 Nte. Villa de Ayala y Av. León de los Aldama,19.491561,-99.08053,010Z4F00-VAYALEALDA,0
B_010Z4F00-CSECRCPORV,Cam. De la Secretaría y Cam. del Porvenir,19.48975,-99.082246,010Z4F00-CSECRCPORV,0
B_010Z4F00-CSECPARCEN0,Cam. De la Secretaría y Cam. Parque Central,19.4872,-99.082439,010Z4F00-CSECPARCEN0,0
B_010Z4F00-CAMSECENSE0,Cam. De la Secretaría y Cam. de la Enseñanza,19.484633,-99.082977,010Z4F00-CAMSECENSE0,0
B_010Z4F00-CSECCASUR,Cam. De la Secretaría y Cam. Sur,19.482751,-99.08335,010Z4F00-CSECCASUR,0
B_010Z4F00-PTOACASALC,Puerto Acapulco y Pto. Salina Cruz,19.480659,-99.083725,010Z4F00-PTOACASALC,0
B_010Z4F00-PTOACAPMAZ,Puerto Acapulco y Pto. de Mazatlán,19.478757,-99.084035,010Z4F00-PTOACAPMAZ,0
B_010Z4F00-PTOACAPTPCO,Puerto Acapulco y Puerto Tampico,19.47676,-99.084405,010Z4F00-PTOACAPTPCO,0
B_010Z4F00-ACASJARAG,Puerto Acapulco y Camino San Juan Aragón,19.47451,-99.08481,010Z4F00-ACASJARAG,0
B_010Z4F00-SJARPTOENS0,Cam. San Juan de Aragón y Puerto Ensenada,19.474706,-99.086409,010Z4F00-SJARPTOENS0,0
B_010Z4F00-SJARPTOCOAT,Cam. San Juan de Aragón y Puerto Coatzacoalcos,19.475092,-99.08847,010Z4F00-SJARPTOCOAT,0
B_010Z4F00-SJARJUAFRSC0,Eje 5 Norte Calz. San Juan de Aragón y Juan Francisco,19.472699,-99.087537,010Z4F00-SJARJUAFRSC0,0
B_010Z4F00-SJAALVOBR0,Eje 5 Norte Calz. San Juan de Aragón y Álvaro Obregón,19.470712,-99.086315,010Z4F00-SJAALVOBR0,0
B_010Z4F00-SAJAYEMIZAP,Eje 5 Norte Calz. San Juan de Aragón y Emiliano Zapata,19.468537,-99.084673,010Z4F00-SAJAYEMIZAP,0
B_010Z4F00-EMZAPIGNALLE0,Emiliano Zapata y Cjon. Ignacio Allende,19.466773,-99.085977,010Z4F00-EMZAPIGNALLE0,0
B_010Z4F00-EMZAPE4AV510,Emiliano Zapata y Eje 4 Nte. Av. 510,19.465316,-99.086231,010Z4F00-EMZAPE4AV510,0
B_010Z4F00-AV503AV508,Av. 503 y Av. 508,19.463355,-99.094714,010Z4F00-AV503AV508,0
B_010Z4F00-AV503TERC503,Av. 503 y Tercera 503,19.460611,-99.095769,010Z4F00-AV503TERC503,0
B_010Z4F00-503ANGALNCORZ,Av. 503 y Eje 3 Nte. Ángel Albino de Corzo,19.458511,-99.09659,010Z4F00-503ANGALNCORZ,0
B_010Z4F00-AV503AV503,Av. 503 y Av. 503,19.455968,-99.097398,010Z4F00-AV503AV503,0
B_010Z4F00-TLACCAIRO,Tlacos y Cairo,19.454271,-99.096322,010Z4F00-TLACCAIRO,0
B_010Z4F00-CIRINTCONP,Circuito Interior Av. Río Consulado y Pekin,19.450255,-99.09189,010Z4F00-CIRINTCONP,0
B_010Z4F00-PEKINYESTERLI,Pekin y Esterlinas,19.447667,-99.092601,010Z4F00-PEKINYESTERLI,0
B_010Z4F00-PEKINAFRI,Pekin y Av. África,19.445144,-99.093548,010Z4F00-PEKINAFRI,0
B_010Z4F00-PEKINYPERSIA,Pekin y Persia,19.443024,-99.094331,010Z4F00-PEKINYPERSIA,0
B_010Z4F00-PEKINJAPO,Pekin y Japón,19.440862,-99.09512,010Z4F00-PEKINJAPO,0
B_010Z4F00-AVOCEJERIC,Av. Oceanía y Jericó,19.439478,-99.097809,010Z4F00-AVOCEJERIC,0
B_010Z4F00-AVOCECANT,Av. Oceanía y Cantón,19.437996,-99.101014,010Z4F00-AVOCECANT,0
B_010Z4F00-OCGRALBONIFS,Av. Oceanía y Gral. Bonifacio Salinas,19.436582,-99.104217,010Z4F00-OCGRALBONIFS,0
B_010Z4F00-HERNACANFO,Héroe de Nacozari y Ánfora,19.434324,-99.111084,010Z4F00-HERNACANFO,0
B_010Z4F00-HNE3INGEDMOL,Héroe de Nacozari y Eje 3 Ote. Ing.  Eduardo Molina,19.435427,-99.114409,010Z4F00-HNE3INGEDMOL,0
B_010Z4F00-EMMBSANLAZ,Eje 3 Ote. Ing Eduardo Molina y MB San Lázaro,19.430973,-99.115451,010Z4F00-EMMBSANLAZ,0
B_010Z4F00-IGNZARG4IGNZ,Calz. Ignacio Zaragoza y 4 de Ignacio Zaragoza,19.426626,-99.110422,010Z4F00-IGNZARG4IGNZ,0
B_010Z4G01-LEOALDEJID,Av. León de los Aldama y Ejido,19.493943,-99.078955,010Z4G01-LEOALDEJID,0
B_010Z4G01-LEALDCALP,Av. León de los Aldama y Calpulalpan,19.496278,-99.077266,010Z4G01-LEALDCALP,0
B_010Z4G01-LEASANJULAG,Av. León de los Aldama y San Juan de los Lagos,19.498417,-99.075743,010Z4G01-LEASANJULAG,0
B_010Z4G01-LEOALDOTU,Av. León de los Aldama y Otumba,19.50042,-99.074298,010Z4G01-LEOALDOTU,0
B_010Z4G01-LEALDRIOREM,Av. León de los Aldama y Av. Río de los Remedios,19.501816,-99.073295,010Z4G01-LEALDRIOREM,0
B_010Z4G01-VILCHRISCO,Refugio Vilchis y Av. FFCC del Risco Los Reyes,19.505098,-99.072182,010Z4G01-VILCHRISCO,0
B_010Z4G01-VILCHBAZ,Refugio Vilchis y Gobernador Gustavo Baz,19.507249,-99.071113,010Z4G01-VILCHBAZ,0
B_010Z4G01-ALMATSCOL,Vía Adolfo López Mateos y Gobernador Sánchez Colin,19.509077,-99.069434,010Z4G01-ALMATSCOL,0
B_010Z4G01-ALMATHANK,Vía Adolfo López Mateos y Gobernador Carlos Hank González,19.510681,-99.067963,010Z4G01-ALMATHANK,0
B_010Z4G01-HANKGONZ,Gobernador Carlos Hank González,19.509952,-99.065438,010Z4G01-HANKGONZ,0
B_010Z4G01-GCHGJGARLUN1,Gobernador Carlos Hank González y Gob. Lic. Joaquín Garcia Luna,19.509008,-99.063058,010Z4G01-GCHGJGARLUN1,0
B_010Z4G01-GCHGBEJUA1,Gobernador Carlos Hank González y Lic. Benito Juárez,19.508039,-99.060646,010Z4G01-GCHGBEJUA1,0
B_010Z4G01-GCHGJLUSOLO1,Gobernador Carlos Hank González y Gob. José Luis Solorzano,19.507064,-99.058217,010Z4G01-GCHGJLUSOLO1,0
B_010Z4G01-HANKMEDIN,Gobernador Carlos Hank González y Gob. Ing. Manuel Medina Garduño,19.506108,-99.055751,010Z4G01-HANKMEDIN,0
B_010Z4G01-HANKGFERGON,Gobernador Carlos Hank González y Gob. Gral. Fernando González,19.504829,-99.052573,010Z4G01-HANKGFERGON,0
B_010Z4G01-GOBCHGVALLSTG,Gobernador Carlos Hank González y Av. Valle de Santiago,19.503826,-99.050091,010Z4G01-GOBCHGVALLSTG,0
B_010Z4G00-HANKFERGON,Gobernador Carlos Hank González y Gob. Gral. Fernando González,19.504884,-99.052263,010Z4G00-HANKFERGON,0
B_010Z4G00-HANKMEDINA,Gobernador Carlos Hank González y Gob. Ing. Manuel Medina Garduño,19.50619,-99.055496,010Z4G00-HANKMEDINA,0
B_010Z4G00-HANKSOLORZ,Gobernador Carlos Hank González y Gob. José Luis Solorzano,19.507132,-99.057922,010Z4G00-HANKSOLORZ,0
B_010Z4G00-GCHGBEJUA0,Gobernador Carlos Hank González y Lic. Benito Juárez,19.508101,-99.060348,010Z4G00-GCHGBEJUA0,0
B_010Z4G00-GCHGJGARLU0,Gobernador Carlos Hank González y Gob. Lic. Joaquín Garcia Luna,19.509072,-99.062795,010Z4G00-GCHGJGARLU0,0
B_010Z4G00-GCHGGZAPE,Gobernador Carlos Hank González y Gob. R. Zepeda,19.510018,-99.065187,010Z4G00-GCHGGZAPE,0
B_010Z4G00-GCHGALOMAT,Gobernador Carlos Hank González y Vía Adolfo López Mateos,19.510975,-99.067579,010Z4G00-GCHGALOMAT,0
B_010Z4G00-VIAALMSANZCOL,Vía Adolfo López Mateos y Sánchez Colin,19.509321,-99.069633,010Z4G00-VIAALMSANZCOL,0
B_010Z4G00-VIAALMGUSBAZ,Vía Adolfo López Mateos y Gustavo Baz,19.50767,-99.071191,010Z4G00-VIAALMGUSBAZ,0
B_010Z4G00-GDLOPHOUS,Gobernador Darío López y Houston,19.505703,-99.072594,010Z4G00-GDLOPHOUS,0
B_010Z4G00-GDLNUEMEX,Gobernador Darío López y Nuevo México,19.503889,-99.07378,010Z4G00-GDLNUEMEX,0
B_010Z4G00-LEALDCAMREA,León de los Aldama y Camino Real,19.501946,-99.073762,010Z4G00-LEALDCAMREA,0
B_010Z4G00-GDLOTUMBA,Gobernador Darío López y Otumba,19.500798,-99.074541,010Z4G00-GDLOTUMBA,0
B_010Z4G00-GDLSJDLAGO,Gobernador Darío López y San Juan de los Lagos,19.498793,-99.075949,010Z4G00-GDLSJDLAGO,0
B_010Z4G00-GOBDILOCALP,Gobernador Darío López y Calpulalpan,19.496701,-99.07749,010Z4G00-GOBDILOCALP,0
B_010Z4G00-GDLOPEJID,Gobernador Darío López y Ejido,19.494479,-99.079043,010Z4G00-GDLOPEJID,0
B_010Z4G00-GDLE6VIAYA,Gobernador Darío López y Eje 6 Nte. Villa de Ayala,19.491756,-99.081024,010Z4G00-GDLE6VIAYA,0
B_010Z4H01-BMPINOSURZ,Base Metro Pino Suárez y,19.426123,-99.130904,010Z4H01-BMPINOSURZ,0
B_010Z4H01-MEDMILFSTMIER,Escuela Médico Militar y Eje 1 Sur Fray Servando Teresa de Mier,19.423791,-99.13102,010Z4H01-MEDMILFSTMIER,0
B_010Z4H01-E2CONAVCECIROBE,Eje 2 Ote. H Congreso de la Unión y Cecilio Róbelo,19.425922,-99.119701,010Z4H01-E2CONAVCECIROBE,0
B_010Z4H01-EDMOCALINGZARA,Av. Eduardo Molina y Calz. Ignacio Zaragoza,19.429285,-99.115493,010Z4H01-EDMOCALINGZARA,0
B_010Z4H01-ZARMANRIVCAM,Calz. Ignacio Zaragoza y Manuel Rivera Cambas,19.424908,-99.106666,010Z4H01-ZARMANRIVCAM,0
B_010Z4H01-MIGJACJOSRIVE,Miguel Jacintes y José Rivera,19.426603,-99.105675,010Z4H01-MIGJACJOSRIVE,0
B_010Z4H01-MIGUJACIIZTACC,Miguel Jacintes y Av. Iztaccíhuatl,19.428938,-99.104342,010Z4H01-MIGUJACIIZTACC,0
B_010Z4H01-OTE146E1NTE1,Oriente 146 y Eje 1 Nte.,19.431776,-99.10276,010Z4H01-OTE146E1NTE1,0
B_010Z4H01-OTE146NTE21,Oriente 146 y Norte 21,19.433413,-99.101866,010Z4H01-OTE146NTE21,0
B_010Z4H01-OTE146NTE25,Oriente 146 y Norte 25,19.434994,-99.101004,010Z4H01-OTE146NTE25,0
B_010Z4H01-AVINDNTE29,Av. de la Industria y Norte 29,19.436306,-99.099422,010Z4H01-AVINDNTE29,0
B_010Z4H01-AVINSDOTE154,Av. de la Industria y Oriente 154,19.4372,-99.097414,010Z4H01-AVINSDOTE154,0
B_010Z4H01-AVINDOTE158,Av. de la Industria y Oriente 158,19.437969,-99.095706,010Z4H01-AVINDOTE158,0
B_010Z4H01-AVOCEPER,Av. Oceanía y Persia,19.441955,-99.09202,010Z4H01-AVOCEPER,0
B_010Z4H01-AVOCEBALBO,Av. Oceanía y Balboas,19.443899,-99.089271,010Z4H01-AVOCEBALBO,0
B_010Z4H01-OCEALBOCE,Av. Oceanía y Alberca Oceanía,19.447871,-99.083642,010Z4H01-OCEALBOCE,0
B_010Z4H01-AVOCEDEPOCE1,Av. Oceanía y Deportivo Oceanía,19.449568,-99.081307,010Z4H01-AVOCEDEPOCE1,0
B_010Z4H01-AVOCMETDEPOCE,Av. Oceanía y Metro Deportivo Oceanía,19.450941,-99.078912,010Z4H01-AVOCMETDEPOCE,0
B_010Z4H01-JLFABV5081,José Loreto Fabela y Av. 508,19.45648,-99.080301,010Z4H01-JLFABV5081,0
B_010Z4H01-JLFBOSARAG,José Loreto Fabela y A-2 Bosque de Aragón,19.461161,-99.080489,010Z4H01-JLFBOSARAG,0
B_010Z4H01-JLFABN510,José Loreto Fabela y Norte 510,19.463572,-99.080616,010Z4H01-JLFABN510,0
B_010Z4H01-EDZACEDMORE,Estado de Zacatecas y Estado de Morelos,19.483398,-99.070714,010Z4H01-EDZACEDMORE,0
B_010Z4H01-EDZACYEDTAB1,Estado de Zacatecas y Estado de Tabasco,19.485916,-99.069753,010Z4H01-EDZACYEDTAB1,0
B_010Z4H01-EDZACE6VILLAYA,Estado de Zacatecas y Eje 6 Nte. Villa de Ayala,19.488396,-99.068775,010Z4H01-EDZACE6VILLAYA,0
B_010Z4H01-AVVALLALTCALP1,Av. Valle Alto y Calpulalpan,19.49037,-99.067438,010Z4H01-AVVALLALTCALP1,0
B_010Z4H01-VALTOVZAMB,Av. Valle Alto y Av. Valle del Zambezi,19.491811,-99.06676,010Z4H01-VALTOVZAMB,0
B_010Z4H01-VALTOVYANIS,Av. Valle Alto y Valle del Yanise,19.493534,-99.066058,010Z4H01-VALTOVYANIS,0
B_010Z4H01-VALTOVYANGT,Av. Valle Alto y Av. del  Valle del Yang - Tse,19.495059,-99.065407,010Z4H01-VALTOVYANGT,0
B_010Z4H01-YANGBARDAG,Av. del  Valle del Yang-Tse y Valle de Bardagi,19.494301,-99.06324,010Z4H01-YANGBARDAG,0
B_010Z4H01-VALLYANGCARV,Av. del  Valle del Yang-Tse y Valle del Carvajal,19.493641,-99.061694,010Z4H01-VALLYANGCARV,0
B_010Z4H01-VALLYANGDANU,Av. del  Valle del Yang-Tse y Valle del Danubio,19.49263,-99.059144,010Z4H01-VALLYANGDANU,0
B_010Z4H01-VALLYANGANGE,Av. del  Valle del Yang-Tse y Valle del Ganges,19.49184,-99.05709,010Z4H01-VALLYANGANGE,0
B_010Z4H01-YANGSTGO1,Av. del  Valle del Yang-Tse y Av. Valle de Santiago,19.491121,-99.055334,010Z4H01-YANGSTGO1,0
B_010Z4H01-VALLYANGMAIZ,Av. del  Valle del Yang-Tse y Valle del Maíz,19.490098,-99.052712,010Z4H01-VALLYANGMAIZ,0
